ID_COMPONENTE;MODULO;TIPO;NOMBRE_ARCHIVO_O_FUNCION;RUTA_FISICA;ROL_ASOCIADO;COMANDO_INVOCACION;ENTRADA_PARAMETROS;SALIDA_RESULTADO;DESCRIPCION_OPERATIVA_DETALLADA;CRITICIDAD
SCR-167;SCRIPTS_LOCALES;CLI_SCRIPT;run_overnight_real.py;scripts/run_overnight_real.py;ADMIN_TECNICO;python scripts/run_overnight_real.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-168;SCRIPTS_LOCALES;CLI_SCRIPT;run_overnight_transcription.js;scripts/run_overnight_transcription.js;ADMIN_TECNICO;node scripts/run_overnight_transcription.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-169;SCRIPTS_LOCALES;CLI_SCRIPT;run_transcription_engine.js;scripts/run_transcription_engine.js;ADMIN_TECNICO;node scripts/run_transcription_engine.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-170;SCRIPTS_LOCALES;CLI_SCRIPT;run_whisper_batch.js;scripts/run_whisper_batch.js;ADMIN_TECNICO;node scripts/run_whisper_batch.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-171;SCRIPTS_LOCALES;CLI_SCRIPT;safe_gmail_extractor.py;scripts/safe_gmail_extractor.py;ADMIN_TECNICO;python scripts/safe_gmail_extractor.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-172;SCRIPTS_LOCALES;CLI_SCRIPT;sanitize-catalog-branding.js;scripts/sanitize-catalog-branding.js;ADMIN_TECNICO;node scripts/sanitize-catalog-branding.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-173;SCRIPTS_LOCALES;CLI_SCRIPT;sanitize_auth_passwords.py;scripts/sanitize_auth_passwords.py;ADMIN_TECNICO;python scripts/sanitize_auth_passwords.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-174;SCRIPTS_LOCALES;CLI_SCRIPT;scan_adn_components.ts;scripts/scan_adn_components.ts;ADMIN_TECNICO;npx ts-node scripts/scan_adn_components.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-175;SCRIPTS_LOCALES;CLI_SCRIPT;scan_all_drives_vst_forensics.py;scripts/scan_all_drives_vst_forensics.py;ADMIN_TECNICO;python scripts/scan_all_drives_vst_forensics.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-176;SCRIPTS_LOCALES;CLI_SCRIPT;scan_html_dump.py;scripts/scan_html_dump.py;ADMIN_TECNICO;python scripts/scan_html_dump.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-177;SCRIPTS_LOCALES;CLI_SCRIPT;scan_incubadora_series.py;scripts/scan_incubadora_series.py;ADMIN_TECNICO;python scripts/scan_incubadora_series.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-178;SCRIPTS_LOCALES;CLI_SCRIPT;scriptsprocess_media_and_route.js;scripts/scriptsprocess_media_and_route.js;ADMIN_TECNICO;node scripts/scriptsprocess_media_and_route.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-179;SCRIPTS_LOCALES;CLI_SCRIPT;security-smoke-test.sql;scripts/security-smoke-test.sql;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-180;SCRIPTS_LOCALES;CLI_SCRIPT;seed-providers.ts;scripts/seed-providers.ts;ADMIN_TECNICO;npx ts-node scripts/seed-providers.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-181;SCRIPTS_LOCALES;CLI_SCRIPT;set_telegram_webhook.ts;scripts/set_telegram_webhook.ts;ADMIN_TECNICO;npx ts-node scripts/set_telegram_webhook.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-182;SCRIPTS_LOCALES;CLI_SCRIPT;setup_2fa_server_engine.py;scripts/setup_2fa_server_engine.py;ADMIN_TECNICO;python scripts/setup_2fa_server_engine.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-183;SCRIPTS_LOCALES;CLI_SCRIPT;setup_all_mcps.py;scripts/setup_all_mcps.py;ADMIN_TECNICO;python scripts/setup_all_mcps.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-184;SCRIPTS_LOCALES;CLI_SCRIPT;setup_google_auth_key.py;scripts/setup_google_auth_key.py;ADMIN_TECNICO;python scripts/setup_google_auth_key.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-185;SCRIPTS_LOCALES;CLI_SCRIPT;setup_symlink_mirror.py;scripts/setup_symlink_mirror.py;ADMIN_TECNICO;python scripts/setup_symlink_mirror.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-186;SCRIPTS_LOCALES;CLI_SCRIPT;silent_env_audit.py;scripts/silent_env_audit.py;ADMIN_TECNICO;python scripts/silent_env_audit.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-187;SCRIPTS_LOCALES;CLI_SCRIPT;simulate_5_stripe_webhooks.mjs;scripts/simulate_5_stripe_webhooks.mjs;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-188;SCRIPTS_LOCALES;CLI_SCRIPT;simulate_user_personas.js;scripts/simulate_user_personas.js;ADMIN_TECNICO;node scripts/simulate_user_personas.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-189;SCRIPTS_LOCALES;CLI_SCRIPT;stress-test-pricing.js;scripts/stress-test-pricing.js;ADMIN_TECNICO;node scripts/stress-test-pricing.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-190;SCRIPTS_LOCALES;CLI_SCRIPT;stress-test-pricing.ts;scripts/stress-test-pricing.ts;ADMIN_TECNICO;npx ts-node scripts/stress-test-pricing.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-191;SCRIPTS_LOCALES;CLI_SCRIPT;stress-test-tsconfig.json;scripts/stress-test-tsconfig.json;ARTISTA_DJ / ADMIN;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Gestión visual y almacenamiento de datos fiscales de artistas y locales asociados.;HIGH
SCR-192;SCRIPTS_LOCALES;CLI_SCRIPT;summarize_inventory.js;scripts/summarize_inventory.js;ADMIN_TECNICO;node scripts/summarize_inventory.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-193;SCRIPTS_LOCALES;CLI_SCRIPT;summarize_inventory.ps1;scripts/summarize_inventory.ps1;ADMIN_TECNICO;PowerShell -ExecutionPolicy Bypass -File .\scripts\summarize_inventory.ps1;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-194;SCRIPTS_LOCALES;CLI_SCRIPT;sync_trello_board.ts;scripts/sync_trello_board.ts;ADMIN_TECNICO;npx ts-node scripts/sync_trello_board.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-195;SCRIPTS_LOCALES;CLI_SCRIPT;telegramService.js;scripts/telegramService.js;ADMIN_TECNICO;node scripts/telegramService.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-196;SCRIPTS_LOCALES;CLI_SCRIPT;telegramService.ts;scripts/telegramService.ts;ADMIN_TECNICO;npx ts-node scripts/telegramService.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-197;SCRIPTS_LOCALES;CLI_SCRIPT;test-memory-persistence.js;scripts/test-memory-persistence.js;ADMIN_TECNICO;node scripts/test-memory-persistence.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-198;SCRIPTS_LOCALES;CLI_SCRIPT;test-memory-persistence.ts;scripts/test-memory-persistence.ts;ADMIN_TECNICO;npx ts-node scripts/test-memory-persistence.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-199;SCRIPTS_LOCALES;CLI_SCRIPT;test_5_stripe_checkouts.mjs;scripts/test_5_stripe_checkouts.mjs;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-200;SCRIPTS_LOCALES;CLI_SCRIPT;test_multipath_vdj_trigger.js;scripts/test_multipath_vdj_trigger.js;ARTISTA_DJ / VENUE;node scripts/test_multipath_vdj_trigger.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Herramienta de cabina, captura de logs de sesión, extracción M3U/CSV y generación de actas SHA-256.;CRITICAL
SCR-201;SCRIPTS_LOCALES;CLI_SCRIPT;test_stripe_webhook_1eur.js;scripts/test_stripe_webhook_1eur.js;ADMIN_TECNICO;node scripts/test_stripe_webhook_1eur.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-202;SCRIPTS_LOCALES;CLI_SCRIPT;test_trello_connection.ts;scripts/test_trello_connection.ts;ADMIN_TECNICO;npx ts-node scripts/test_trello_connection.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-203;SCRIPTS_LOCALES;CLI_SCRIPT;test_virtualdj_bridge.js;scripts/test_virtualdj_bridge.js;ADMIN_TECNICO;node scripts/test_virtualdj_bridge.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-204;SCRIPTS_LOCALES;CLI_SCRIPT;token.json;scripts/token.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-205;SCRIPTS_LOCALES;CLI_SCRIPT;transcribe_pending_media.js;scripts/transcribe_pending_media.js;ADMIN_TECNICO;node scripts/transcribe_pending_media.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-206;SCRIPTS_LOCALES;CLI_SCRIPT;transcribe_podcast.py;scripts/transcribe_podcast.py;ADMIN_TECNICO;python scripts/transcribe_podcast.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-207;SCRIPTS_LOCALES;CLI_SCRIPT;transcribe_seo_catedra.js;scripts/transcribe_seo_catedra.js;ADMIN_TECNICO;node scripts/transcribe_seo_catedra.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-208;SCRIPTS_LOCALES;CLI_SCRIPT;trigger_telegram_b2g.ts;scripts/trigger_telegram_b2g.ts;ADMIN_TECNICO;npx ts-node scripts/trigger_telegram_b2g.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-209;SCRIPTS_LOCALES;CLI_SCRIPT;update_trello_board_status.ts;scripts/update_trello_board_status.ts;ADMIN_TECNICO;npx ts-node scripts/update_trello_board_status.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-210;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_audit_sanitizer.ts;scripts/vampire_audit_sanitizer.ts;ADMIN_TECNICO;npx ts-node scripts/vampire_audit_sanitizer.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-211;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_cohort_p0_gold.json;scripts/vampire_cohort_p0_gold.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-212;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_cohort_p1_silver.json;scripts/vampire_cohort_p1_silver.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-213;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_index_summary.json;scripts/vampire_index_summary.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-214;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_ingest.ts;scripts/vampire_ingest.ts;SISTEMA_ZTM / CEO;npx ts-node scripts/vampire_ingest.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-215;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_mass_extracted.json;scripts/vampire_mass_extracted.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-216;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_mass_ingest.ts;scripts/vampire_mass_ingest.ts;SISTEMA_ZTM / CEO;npx ts-node scripts/vampire_mass_ingest.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-217;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_public_catalog_zk.json;scripts/vampire_public_catalog_zk.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-218;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_shadow_profiles_extracted.json;scripts/vampire_shadow_profiles_extracted.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-219;SCRIPTS_LOCALES;CLI_SCRIPT;vampire_shadow_profiles_sanitized.json;scripts/vampire_shadow_profiles_sanitized.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-220;SCRIPTS_LOCALES;CLI_SCRIPT;vampirize_astra_neural_engine.py;scripts/vampirize_astra_neural_engine.py;ADMIN_TECNICO;python scripts/vampirize_astra_neural_engine.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-221;SCRIPTS_LOCALES;CLI_SCRIPT;vampirize_demetrio_catalog.py;scripts/vampirize_demetrio_catalog.py;ADMIN_TECNICO;python scripts/vampirize_demetrio_catalog.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-222;SCRIPTS_LOCALES;CLI_SCRIPT;vampirize_demetrio_full.py;scripts/vampirize_demetrio_full.py;ADMIN_TECNICO;python scripts/vampirize_demetrio_full.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-223;SCRIPTS_LOCALES;CLI_SCRIPT;vampirize_local_pdfs_and_market.py;scripts/vampirize_local_pdfs_and_market.py;ADMIN_TECNICO;python scripts/vampirize_local_pdfs_and_market.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-224;SCRIPTS_LOCALES;CLI_SCRIPT;vampirize_premium_pdfs.py;scripts/vampirize_premium_pdfs.py;ADMIN_TECNICO;python scripts/vampirize_premium_pdfs.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-225;SCRIPTS_LOCALES;CLI_SCRIPT;vampirize_qualityvip.js;scripts/vampirize_qualityvip.js;ADMIN_TECNICO;node scripts/vampirize_qualityvip.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-226;SCRIPTS_LOCALES;CLI_SCRIPT;vantage-registry.js;scripts/vantage-registry.js;ADMIN_TECNICO;node scripts/vantage-registry.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-227;SCRIPTS_LOCALES;CLI_SCRIPT;vantage-registry.ts;scripts/vantage-registry.ts;ADMIN_TECNICO;npx ts-node scripts/vantage-registry.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-228;SCRIPTS_LOCALES;CLI_SCRIPT;verify-arsenal-routes.js;scripts/verify-arsenal-routes.js;ADMIN_TECNICO;node scripts/verify-arsenal-routes.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-229;SCRIPTS_LOCALES;CLI_SCRIPT;verify-seo-fixes.js;scripts/verify-seo-fixes.js;ADMIN_TECNICO;node scripts/verify-seo-fixes.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-230;SCRIPTS_LOCALES;CLI_SCRIPT;verify_tool_imports.py;scripts/verify_tool_imports.py;ADMIN_TECNICO;python scripts/verify_tool_imports.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-231;SCRIPTS_LOCALES;CLI_SCRIPT;whisper_incubadora_deep_miner.py;scripts/whisper_incubadora_deep_miner.py;ADMIN_TECNICO;python scripts/whisper_incubadora_deep_miner.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-232;SCRIPTS_LOCALES;CLI_SCRIPT;ztm_purist_archivist.py;scripts/ztm_purist_archivist.py;SISTEMA_ZTM / CEO;python scripts/ztm_purist_archivist.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
ACT-001;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;affiliateActions.ts;src/app/actions/affiliateActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/affiliateActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-002;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;agenticWorkflowActions.ts;src/app/actions/agenticWorkflowActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/agenticWorkflowActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-003;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;backupActions.ts;src/app/actions/backupActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/backupActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-004;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;checkoutActions.ts;src/app/actions/checkoutActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/checkoutActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-005;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;commandCenterActions.ts;src/app/actions/commandCenterActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/commandCenterActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-006;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;dossierActions.ts;src/app/actions/dossierActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/dossierActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-007;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;matcherActions.ts;src/app/actions/matcherActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/matcherActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-008;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;matchmakerActions.ts;src/app/actions/matchmakerActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/matchmakerActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-009;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;smartLockActions.ts;src/app/actions/smartLockActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/smartLockActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-010;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;stripeBillingActions.ts;src/app/actions/stripeBillingActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/stripeBillingActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-011;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;stripeConnectActions.ts;src/app/actions/stripeConnectActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/stripeConnectActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
ACT-012;SERVER_ACTIONS_FINTECH;NEXTJS_SERVER_ACTION;vipCheckoutActions.ts;src/app/actions/vipCheckoutActions.ts;CLIENTE / ARTISTA / VENUE;import { ... } from '@/app/actions/vipCheckoutActions';Zod Schema Validated Input;{ checkoutUrl: string, sessionId: string };Generación de sesiones de pago y suscripción segura con Stripe Checkout (Split 80/10/10, Blur-Lock y regalías).;CRITICAL
RTE-001;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/;src/app/page.tsx;PUBLIC_VISITOR;GET/POST /;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-002;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/analytics;src/app/(artist)/artistas/analytics/page.tsx;ARTISTA_DJ;GET/POST /artistas/analytics;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-003;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/bio;src/app/(artist)/artistas/bio/page.tsx;ARTISTA_DJ;GET/POST /artistas/bio;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-004;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/bookings;src/app/(artist)/artistas/bookings/page.tsx;ARTISTA_DJ;GET/POST /artistas/bookings;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
